VSSign_group_ID	lemma
1402	нахальный
1403	зрелищный
1404	отвратительный
1405	доминантный
1406	продуманный
1407	беспокоящий
1408	адаптивное поведение
1409	жестокий
1410	ответственность
1410	ответственный
1411	вредный
1412	доминирующий
1412	начальник
1413	стойкость
1414	положительный
1415	дружелюбный
1416	брюзжать
1417	торжественный
1418	действительный
1418	настоящий
1418	подлинный
1419	амбициозный
1420	нерадивый
1421	оживленный
1422	лицемерный
1423	инициатива
1424	враждебный
1425	адаптивный
1426	тщеславный
1427	угрюмый
1428	наивный
1429	вежливый
1430	адаптивность
1431	нераскрашенный
1432	коричневый
1432	кофе
1433	розовый
1434	основной цвет
1435	цветовой оттенок
1436	розовато-лиловый
1437	бледный
1438	серебро
1439	красноватый
1440	оттенок
1441	непрозрачность
1442	бежевый
1443	ошеломить
1444	напряжение
1445	преданный
1446	облегчение
1447	зависть
1448	жадность
1448	жадный
1449	озабоченный
1450	отвращение
1451	неудобство
1452	самопроверка
1453	вскружить
1454	самоанализ
1455	импульс
1456	презрение
1457	самовосприятие
1458	беспокоиться
1459	подозревать
1460	жуткий
1461	самоосознание
1462	предпочитать
1463	несчастье
1464	благодарность
1465	изношенный
1466	изможденный
1467	забота
1468	вздрагивать
1469	ошарашенный
1470	презирать
1471	надоело
1472	ревнивый
1473	раздражать
1474	самомнение
1475	неуважение
1476	нравственность
1477	надежда
1478	благополучие
1479	скучающий
1480	дрожать
1481	так себе
1482	страсть
1483	мурашки
1484	быть потрясенным
1485	ревность
1486	отчаянный
1487	сарказм
1488	испуг
1489	самоконтроль
1490	непреклонный
1491	горе
1492	самообман
1493	позор
1494	одержимый
1495	покраснеть
1496	доставлять удовольствие
1497	наслаждайся
1498	внутреннее
1499	одновременность
1500	восхищение
1501	пренебрежение
1502	поднос
1503	кафе
1504	откупоривать
1505	закуска перед едой
1506	кормить
1507	окунать
1508	бутылка
1509	жевать
1510	жадно есть
1511	MakDonalds
1512	предложить тост
1513	откусывание
1514	помощник повара
1515	кубок
1516	аппетит
1517	кафетерий
1518	кусок
1519	кружка
1520	кусать
1521	вилка
1522	делать мелкий глоток
1523	заварочный чайник
1524	официант
1525	заказывать
1526	женский туалет
1527	повар
1528	мужской туалет
1529	накрывать на стол
1530	вкус
1530	трудность
1531	диета
1532	питьевая вода
1533	плата за вход
1534	глотать жадно
1535	место для пикника
1536	Позвонить на сервис
1537	привет
1537	приветствие
1538	добро пожаловать
1539	Прощание
1540	С днем рождения
1541	искать
1542	почва
1543	собирать
1544	такой
1545	между
1546	карандаш
1547	маленький
1548	иностранный
1548	соленый
1549	оплата
1549	платить
1550	дочь
1551	двенадцатый
1551	двенадцать
1552	часы
1553	конечно
1554	семья
1555	четверг
1556	длинный
1557	ручка
1558	оба
1559	дом
1559	дома
1559	пик
1560	новости
1561	семь
1562	женщина
1562	мать
1563	среда
1564	хорошо
1565	магазин
1566	причина
1567	дешёвый
1568	книга
1569	направление
1569	цель
1570	комната
1570	кусок
1570	офис
1571	срочный
1572	известный
1572	популярный
1573	пятый
1574	везде
1575	должен
1575	обязательный
1576	почему
1577	мир
1578	буду
1579	с
1580	если
1581	человек
1582	немного
1583	встать
1583	стоять
1584	сестра
1585	имя
1586	мальчик
1587	утро
1588	север
1588	северный
1589	час
1590	очень
1590	слишком
1591	место
1592	все
1593	ужасный
1594	одежда
1595	опасность
1595	опасный
1596	седьмой
1597	много
1598	второй
1599	трудный
1600	одиннадцатый
1601	девятый
1602	быстро
1603	люди
1604	друг
1605	задний
1605	назад
1606	правый
1607	высокий
1608	слушать
1609	восьмой
1610	народ
1611	сын
1612	хлеб
1613	четвертый
1614	брат
1615	кредит
1615	постепенно
1616	хороший
1617	тот
1618	вода
1619	следующий
1620	шестнадцать
1621	безопасный
1622	несколько
1623	только
1624	последний
1625	картина
1626	газета
1627	особенно
1628	под
1629	как
1629	тот же самый (одинаковый)
1630	вещь
1631	понять
1631	узнавать
1632	читать
1632	чтение
1633	невозможный
1634	юг
1635	делать
1636	возможно
1636	возможность
1637	жизнь
1638	голос
1639	опять
1640	чистота
1640	чистый
1641	вопрос
1642	город
1643	напротив
1643	против
1644	прибывать
1645	мой
1645	наш
1646	школа
1647	здесь
1648	глаз
1649	ключ
1650	сзади
1651	старый
1652	первый
1653	что
1653	что-то
1654	когда
1655	плохой
1656	язык
1657	левый
1658	третий
1659	сверху
1660	худший
1661	работа
1661	работать
1662	пятнадцать
1663	никто
1664	охотно
1665	Крест
1666	Религия
1667	из-за
1668	закончить
1669	им
1670	который
1671	колено
1671	нога
1672	следовало
1673	получить
1674	открыть
1675	подруга
1676	ясный
1677	минимум
1678	тогда
1679	над
1680	ей
1680	она
1681	закрывать
1681	теперь
1682	что-нибудь
1683	класть
1683	положить
1684	песня
1684	петь
1685	вам
1686	внешний
1686	наружу
1687	ехать
1687	уезжать
1688	от
1689	закрыть
1690	её
1691	всё
1692	бы
1693	весь
1694	показать
1695	сорок
1696	шестьдесят
1697	пять тысяч
1698	три тысячи
1699	пятьсот
1700	двести
1701	четыреста
1702	семь
1703	девять
1704	девятьсот
1705	пятнадцать
1706	четыре тысячи
1707	шестнадцать
1708	семьсот
1709	две тысячи
1710	тринадцать
1711	восемьсот
1712	триста
1713	миллион
1714	время от 0 ночи до 12 дня
1715	игрушка
1715	шутить
1716	великий
1717	спать
1718	знать
1719	холодный
1720	да
1721	легкий
1722	быть
1723	купить
1723	покупать
1724	падать
1724	упасть
1725	теплый
1725	тёплый
1726	забывать
1726	забыть
1727	день
1727	днем
1728	половина
1729	постоянный
1730	ожидающий
1731	6 часов
1732	программа
1732	расписание
1733	день и ночь
1734	ранее
1735	ежедневный
1735	каждый
1736	будущее
1737	восход солнца
1738	время для измерений
1739	календарь
1740	август
1741	в прошлом году
1742	до
1743	2 часа
1744	башенные часы
1745	в то время как
1746	время по Гринвичу
1747	между тем
1748	бывший
1749	в этом году
1750	дважды
1751	7:45
1752	время 11 часов
1753	декабрь
1754	мгновение
1755	в восемь пятнадцать
1756	неожиданный
1757	ноябрь
1758	октябрь
1759	добираться
1760	электричка
1761	где-то
1762	какой-то
1763	киоск (ларек)
1764	машинист
1765	направиться
1766	наземный
1767	недалеко
1768	обнаружить
1769	оттуда
1770	переулок
1771	появиться
1772	проехать
1773	проезд
1774	решить
1775	схема
1776	станция
1777	столичный
1778	тоннель
1779	участок
1780	выйти
1781	закрытие
1782	сладкий
1783	гречка
1783	каша
1784	сахар
1785	фрукт
1786	семена
1786	ягода
1787	чайник
1788	рецепт
1789	алкоголь
1790	пиво
1791	водка
1792	европа
1793	аэропорт
1794	маршрут
1795	пассажир
1796	такси
1797	транспорт
1798	вокзал
1799	расстояние
1800	страна
1801	двор
1802	квартира
1803	рассказ
1804	сюжет
1805	галерея
1806	материал
1807	яркий
1808	рисовать
1809	давать
1810	наоборот
1811	находиться
1812	неудача
1813	обманывать
1814	отказываться
1815	получать
1816	повторять
1817	обследование
1817	проверить
1817	проверять
1818	прыгать
1819	ругаться
1820	сохранять
1821	спасибо
1822	стоить
1823	убивать
1824	ударять
1825	улыбка
1826	уменьшать
1827	висеть
1828	включать
1829	выходить
1830	анекдот
1831	чей
1832	кто
1832	кто-то
1833	он
1834	они
1835	искренний
1835	честно
1835	честный
1836	где
1837	легко
1838	осторожно
1839	почти
1840	сильно
1841	впереди
1842	через
1843	для
1844	из
1845	городской
1846	поздний
1846	поздно
1847	открыто
1847	открытый
1847	открыться
1848	пьяный
1849	параллельный
1850	прямой
1851	серьезно
1852	сложный
1853	случайный
1854	свет
1854	солнечный
1854	солнце
1855	контакт
1855	точно
1855	точный
1856	знакомство
1856	знакомый
1857	доставка
1857	привозить
1857	принести
1858	исключение
1859	очередь
1860	особенность
1861	подарок
1862	поворот
1863	предмет
1864	проблема
1865	путь
1866	различие
1867	сервис
1868	слеза
1869	толпа
1870	внимание
1871	заявка
1872	зона
1873	поперек
1874	бланк
1875	таблица
1876	нажимать
1877	видео
1878	дыхание
1879	аромат
1879	ароматный
1879	запах
1879	пахнет
1879	суп
1880	растение
1881	ветвь
1882	пластиковый
1883	минус
1884	скидка
1885	жетон
1886	температура
1887	канал
1888	подземный
1889	добавка
1889	дополнение
1889	дополнительный
1890	мало
1891	ничто
1892	самый
1893	штука
1894	проект
1895	удостоверение
1896	написать
1897	ноутбук
1898	отвечать
1899	учить
1900	Христос
1900	иисус христос
1901	храм
1902	церковь
1903	дело
1904	банкомат
1905	ценность
1906	завод
1906	предприятие
1906	производство
1907	взрослый
1907	старший
1908	институт
1909	нападать
1910	информация
1911	реклама
1912	статья
1913	военный
1914	защищать
1915	доказывать
1916	страховать
1917	свидетельство
1918	закон
1918	законный
1919	спускаться
1920	плавать
1921	джинсы
1922	носить
1923	пальто
1924	дедушка
1925	гость
1926	электрический
1927	ограничения
1927	тупик
1928	эскалатор
1929	инструкция
1930	робот
1931	инвалид
1932	испортить
1932	испорченный
1932	нарушение
1933	перелом
1934	простуда
1935	таблетка
1936	расти
1937	целовать
1938	Америка
1939	Китай
1940	Украина
1941	богатый
1942	брюки
1943	бутерброд
1944	глухой
1945	губа
1946	прийти
1947	интернет
1948	колбаса
1949	очки
1950	помочь
1950	помощь
1951	приблизительно
1951	щека
1952	говорить
1952	слышащий
1953	сумасшедший
1954	девочка
1954	девушка
1955	уметь
1956	близкий
1957	ездить
1957	поездка
1958	пересадка
1958	переход
1959	далекий
1959	далеко
1959	туда
1960	войти
1960	вход
1960	входить
1960	зайти
1961	Россия
1961	русский
1962	кино
1962	фильм
1963	линия
1964	команда
1964	собираться
1965	норма
1965	нормальный
1965	осуждать
1965	справедливость
1965	суд
1965	судья
1966	зал
1967	зал
1968	подходит
1968	подходить
1969	открытие
1970	открытие
1971	затем
1972	рассердиться
1973	твой
1974	мужчина
1975	принтер
1976	уйти
1977	регулярно
1978	свойство
1979	странный
1980	Ц
1981	смущенный
1982	анархия
1982	перепутать
1983	благоговение
1984	немедленный
1985	чувствовать
1986	повезло
1987	некоторые
1988	важно
1989	творог
1990	режиссёр
1991	макароны
1991	прекрасный
1992	леска
1992	чудесный
1993	нитка
1994	батон
1995	дорогой
1996	переваривать
1997	кукуруза
1998	верный
1999	ближайший
2000	атака
2001	померкнуть
2001	тьма
2002	тёмный
2003	пасмурно
2004	обманчивость
